Unnamed: 0,text,code,task_id,test_list,Unnamed: 5
606, this function to search a literals string in a string and also find the location within the original string where the pattern occurs by using regex.,"  const pattern = ""fox""; 
  const text = ""The quick brown fox jumps over the lazy dog.""; 
  
  function find_literals(text, pattern) {
    const match = text.match(new RegExp(pattern));
    if (match) {
      const s = match.index; 
      const e = s + match[0].length; 
      return [match[0], s, e]; 
    } else {
      return []; 
    }
  }",607,"[
    console.assert(find_literals(""The quick brown fox jumps over the lazy dog."", ""fox"")[0] === ""fox"" && find_literals(""The quick brown fox jumps over the lazy dog."", ""fox"")[1] === 16 && find_literals(""The quick brown fox jumps over the lazy dog."", ""fox"")[2] === 19),
    console.assert(find_literals(""Its been a very crazy procedure right"", ""crazy"")[0] === ""crazy"" && find_literals(""Its been a very crazy procedure right"", ""crazy"")[1] === 16 && find_literals(""Its been a very crazy procedure right"", ""crazy"")[2] === 21),
    console.assert(find_literals(""Hardest choices required strongest will"", ""will"")[0] === ""will"" && find_literals(""Hardest choices required strongest will"", ""will"")[1] === 35 && find_literals(""Hardest choices required strongest will"", ""will"")[2] === 39)
  ]",
607, this   function to find nth bell number.,"
function bellNumber(n) {
    let bell = Array.from({ length: n + 1 }, () => Array(n + 1).fill(0));
    bell[0][0] = 1;
    for (let i = 1; i <= n; i++) {
        bell[i][0] = bell[i - 1][i - 1];
        for (let j = 1; j <= i; j++) {
            bell[i][j] = bell[i - 1][j - 1] + bell[i][j - 1];
        }
    }
    return bell[n][0];
}
",608,"
[console.assert(bellNumber(2) === 2), console.assert(bellNumber(3) === 5), console.assert(bellNumber(4) === 15)];
",
609, this   function to remove the kth element from a given list.,"
function removeKthElement(list1, L) {
    return list1.slice(0, L - 1).concat(list1.slice(L));
}
",610,"[console.assert(JSON.stringify(removeKthElement([1,1,2,3,4,4,5,1],3))) === JSON.stringify([1, 1, 3, 4, 4, 5, 1]), console.assert(JSON.stringify(removeKthElement([0, 0, 1, 2, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 4, 4],4))) === JSON.stringify([0, 0, 1, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 4, 4]), console.assert(JSON.stringify(removeKthElement([10, 10, 15, 19, 18, 18, 17, 26, 26, 17, 18, 10],5))) === JSON.stringify([10,10,15,19, 18, 17, 26, 26, 17, 18, 10])]",
610, this function to find the maximum of nth column from the given tuple list.,"function maxOfNth(testList, N) {
    let res = Math.max(...testList.map(sub => sub[N]));
    return res;
}",611,"[console.assert(maxOfNth([[5, 6, 7], [1, 3, 5], [8, 9, 19]], 2) === 19),
console.assert(maxOfNth([[6, 7, 8], [2, 4, 6], [9, 10, 20]], 1) === 10),
console.assert(maxOfNth([[7, 8, 9], [3, 5, 7], [10, 11, 21]], 1) === 11)]",
612, this function to find the maximum value in record list as tuple attribute in the given tuple list.,"function maximumValue(testList) {
    let res = testList.map(([key, lst]) => [key, Math.max(...lst)]);
    return res;
}",613,"[console.assert(JSON.stringify(maximumValue([[""key1"", [3, 4, 5]], [""key2"", [1, 4, 2]], [""key3"", [9, 3]]])) === JSON.stringify([[""key1"", 5], [""key2"", 4], [""key3"", 9]])),
console.assert(JSON.stringify(maximumValue([[""key1"", [4, 5, 6]], [""key2"", [2, 5, 3]], [""key3"", [10, 4]]])) === JSON.stringify([[""key1"", 6], [""key2"", 5], [""key3"", 10]])),
console.assert(JSON.stringify(maximumValue([[""key1"", [5, 6, 7]], [""key2"", [3, 6, 4]], [""key3"", [11, 5]]])) === JSON.stringify([[""key1"", 7], [""key2"", 6], [""key3"", 11]]))]",
613, this function to find the cumulative sum of all the values that are present in the given tuple list.,"function cummulative_sum(test_list) {
    let res = test_list.flat().reduce((a, b) => a + b, 0);
    return res;
}",614,"[console.assert(cummulative_sum([[1, 3], [5, 6, 7], [2, 6]]) === 30),
console.assert(cummulative_sum([[2, 4], [6, 7, 8], [3, 7]]) === 37),
console.assert(cummulative_sum([[3, 5], [7, 8, 9], [4, 8]]) === 44)]",
614, this function to find average value of the numbers in a given tuple of tuples.,"function averageTuple(nums) {
    const result = nums[0].map((_, colIndex) => {
        const columnSum = nums.reduce((acc, row) => acc + row[colIndex], 0);
        return columnSum / nums.length;
    });
    return result;
}",615,"[console.assert(JSON.stringify(averageTuple([[10, 10, 10, 12], [30, 45, 56, 45], [81, 80, 39, 32], [1, 2, 3, 4]])) === JSON.stringify([30.5, 34.25, 27.0, 23.25])),
console.assert(JSON.stringify(averageTuple([[1, 1, -5], [30, -15, 56], [81, -60, -39], [-10, 2, 3]])) === JSON.stringify([25.5, -18.0, 3.75])),
console.assert(JSON.stringify(averageTuple([[100, 100, 100, 120], [300, 450, 560, 450], [810, 800, 390, 320], [10, 20, 30, 40]])) === JSON.stringify([305.0, 342.5, 270.0, 232.5]))]",
615, this function to perfom the modulo of tuple elements in the given two tuples.,"
function tupleModulo(testTup1, testTup2) {
    let res = testTup1.map((ele1, index) => ele1 % testTup2[index]);
    return res;
}
",616,"[
    console.assert(tupleModulo([10, 4, 5, 6], [5, 6, 7, 5]).toString() === [0, 4, 5, 1].toString()),
    console.assert(tupleModulo([11, 5, 6, 7], [6, 7, 8, 6]).toString() === [5, 5, 6, 1].toString()),
    console.assert(tupleModulo([12, 6, 7, 8], [7, 8, 9, 7]).toString() === [5, 6, 7, 1].toString())
]",
616," this function to check for the number of jumps required of given length to reach a point of form (d, 0) from origin in a 2d plane.","
function min_Jumps(a, b, d) {
    let temp = a;
    a = Math.min(a, b);
    b = Math.max(temp, b);
    if (d >= b) {
        return (d + b - 1) / b;
    }
    if (d === 0) {
        return 0;
    }
    if (d === a) {
        return 1;
    } else {
        return 2;
    }
}
",617,"
[console.assert(min_Jumps(3, 4, 11) === 3.5), console.assert(min_Jumps(3, 4, 0) === 0), console.assert(min_Jumps(11, 14, 11) === 1)];
",
617, this function to divide two lists using map and lambda function.,"
function divList(nums1, nums2) {
  const result = nums1.map((x, index) => x / nums2[index]);
  return result;
}
",618,"
[console.assert(JSON.stringify(divList([4,5,6],[1, 2, 3])) === JSON.stringify([4.0,2.5,2.0])), console.assert(JSON.stringify(divList([3,2],[1,4])) === JSON.stringify([3.0, 0.5])), console.assert(JSON.stringify(divList([90,120],[50,70])) === JSON.stringify([1.8, 1.7142857142857142]))]
",
618, this function to move all the numbers in it to the given string.,"function moveNum(testStr) {
    let res = '';
    let dig = '';  
    for (let ele of testStr) {
        if (/\d/.test(ele)) {
            dig += ele;
        } else {
            res += ele;
        }
    }
    res += dig; 
    return res; 
}",619,"  [
    console.assert(moveNum(""I1love143you55three3000thousand"") === ""Iloveyouthreethousand1143553000""),
    console.assert(moveNum(""Avengers124Assemble"") === ""AvengersAssemble124""),
    console.assert(moveNum(""Its11our12path13to14see15things16do17things"") === ""Itsourpathtoseethingsdothings11121314151617"")
]",
619, this function to find the largest subset where each pair is divisible.,"
function largestSubset(a, n) {
    let dp = new Array(n).fill(0);
    dp[n - 1] = 1; 
    for (let i = n - 2; i >= 0; i--) {
        let mxm = 0;
        for (let j = i + 1; j < n; j++) {
            if (a[j] % a[i] === 0 || a[i] % a[j] === 0) {
                mxm = Math.max(mxm, dp[j]);
            }
        }
        dp[i] = 1 + mxm;
    }
    return Math.max(...dp);
}
",620,"[
    console.assert(largestSubset([1, 3, 6, 13, 17, 18], 6) === 4),
    console.assert(largestSubset([10, 5, 3, 15, 20], 5) === 3),
    console.assert(largestSubset([18, 1, 3, 6, 13, 17], 6) === 4)
]",
620, this function to increment the numeric values in the given strings by k.,"
function incrementNumerics(testList, K) {
    const res = testList.map(ele => /^\d+$/.test(ele) ? (parseInt(ele) + K).toString() : ele);
    return res;
}
",621,"[
    console.assert(incrementNumerics([""MSM"", ""234"", ""is"", ""98"", ""123"", ""best"", ""4""], 6).toString() === [""MSM"", ""240"", ""is"", ""104"", ""129"", ""best"", ""10""].toString()),
    console.assert(incrementNumerics([""Dart"", ""356"", ""is"", ""88"", ""169"", ""Super"", ""6""], 12).toString() === [""Dart"", ""368"", ""is"", ""100"", ""181"", ""Super"", ""18""].toString()),
    console.assert(incrementNumerics([""Flutter"", ""451"", ""is"", ""44"", ""96"", ""Magnificent"", ""12""], 33).toString() === [""Flutter"", ""484"", ""is"", ""77"", ""129"", ""Magnificent"", ""45""].toString())
]",
621, this function to find the median of two sorted arrays of same size.,"
function getMedian(arr1, arr2, n) {
  let i = 0;
  let j = 0;
  let m1 = -1;
  let m2 = -1;
  let count = 0;
  
  while (count < n + 1) {
    count += 1;
    if (i === n) {
      m1 = m2;
      m2 = arr2[0];
      break;
    } else if (j === n) {
      m1 = m2;
      m2 = arr1[0];
      break;
    }
    if (arr1[i] <= arr2[j]) {
      m1 = m2;
      m2 = arr1[i];
      i += 1;
    } else {
      m1 = m2;
      m2 = arr2[j];
      j += 1;
    }
  }
  return (m1 + m2) / 2;
}
",622,"
[console.assert(getMedian([1, 12, 15, 26, 38], [2, 13, 17, 30, 45], 5) === 16.0), console.assert(getMedian([2, 4, 8, 9], [7, 13, 19, 28], 4) === 8.5), console.assert(getMedian([3, 6, 14, 23, 36, 42], [2, 18, 27, 39, 49, 55], 6) === 25.0)]
",
622, this function to find the n-th power of individual elements in a list using lambda function.,"
function nthNums(nums, n) {
    const nthNums = nums.map(x => Math.pow(x, n));
    return nthNums;
}
",623,"[console.assert(JSON.stringify(nthNums([1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 2))) === JSON.stringify([1, 4, 9, 16, 25, 36, 49, 64, 81, 100]), console.assert(JSON.stringify(nthNums([10, 20, 30], 3)) === JSON.stringify([1000, 8000, 27000])), console.assert(JSON.stringify(nthNums([12, 15], 5)) === JSON.stringify([248832, 759375]))]",
623, this   function to convert the given string to upper case.,"
function isUpper(string) {
  return string.toUpperCase();
}
",624,"
[console.assert(isUpper(""person"") === ""PERSON""), console.assert(isUpper(""final"") === ""FINAL""), console.assert(isUpper(""Valid"") === ""VALID"")]
",
624, this   function to interchange first and last elements in a given list.,"
function swap_List(newList) { 
    let size = newList.length; 
    let temp = newList[0]; 
    newList[0] = newList[size - 1]; 
    newList[size - 1] = temp;   
    return newList; 
}
",625,"
[console.assert(swap_List([1,2,3]).toString() === [3,2,1].toString()), console.assert(swap_List([1,2,3,4,4]).toString() === [4,2,3,4,1].toString()), console.assert(swap_List([4,5,6]).toString() === [6,5,4].toString())]
",
625, this   function to find the largest triangle that can be inscribed in the semicircle.,"
function triangleArea(r) {
    if (r < 0) {
        return -1;
    }
    return r * r;
}
",626,"
[console.assert(triangleArea(0) === 0), console.assert(triangleArea(-1) === -1), console.assert(triangleArea(2) === 4)]
",
626, this   function to find the smallest missing number from the given array.,"
function findFirstMissing(array, start, end) {
    if (start > end) {
        return end + 1;
    }
    if (start !== array[start]) {
        return start;
    }
    const mid = Math.floor((start + end) / 2);
    if (array[mid] === mid) {
        return findFirstMissing(array, mid + 1, end);
    }
    return findFirstMissing(array, start, mid);
}
",627,"
[console.assert(findFirstMissing([0,1,2,3],0,3) === 4), console.assert(findFirstMissing([0,1,2,6,9],0,4) === 3), console.assert(findFirstMissing([2,3,5,8,9],0,4) === 0)]
",
627, this function to replace all spaces in the given string with character * list item * list item * list item * list item %20.,"function replaceSpaces(string) {
    const MAX = 1000;
    string = string.trim();
    let i = string.length;
    let spaceCount = (string.match(/ /g) || []).length;
    let newLength = i + spaceCount * 2;
    if (newLength > MAX) {
      return -1;
    }
    let index = newLength - 1;
    string = string.split('');
    for (let f = 0; f < spaceCount * 2; f++) {
      string.push(0);
    }
    for (let j = i - 1; j >= 0; j--) {
      if (string[j] === ' ') {
        string[index] = '0';
        string[index - 1] = '2';
        string[index - 2] = '%';
        index -= 3;
      } else {
        string[index] = string[j];
        index -= 1;
      }
    }
    return string.join('');
  }",628,"
[console.assert(replaceSpaces(""My Name is Dawood"") === ""My%20Name%20is%20Dawood""), console.assert(replaceSpaces(""I am a Programmer"") === ""I%20am%20a%20Programmer""), console.assert(replaceSpaces(""I love Coding"") === ""I%20love%20Coding"")]
",
628, this   function to find even numbers from a mixed list.,"
function Split(list) {
    let ev_li = [];
    for (let i of list) {
        if (i % 2 === 0) {
            ev_li.push(i);
        }
    }
    return ev_li;
}
",629,"
[console.assert(Split([1,2,3,4,5]).toString() === [2,4].toString()), console.assert(Split([4,5,6,7,8,0,1]).toString() === [4,6,8,0].toString()), console.assert(Split([8,12,15,19]).toString() === [8,12].toString())]
",
629, this function to extract all the adjacent coordinates of the given coordinate tuple.,"function getCoordinates(testTup) {
    function* adjac(ele, sub = []) { 
      if (!ele.length) { 
        yield sub; 
      } else { 
        for (let j = ele[0] - 1; j <= ele[0] + 1; j++) { 
          for (let idx of adjac(ele.slice(1), sub.concat(j))) { 
            yield idx; 
          } 
        } 
      } 
    }
    return Array.from(adjac(testTup)); 
  }",630,"
[console.assert(JSON.stringify(getCoordinates([3, 4])) === JSON.stringify([[2, 3], [2, 4], [2, 5], [3, 3], [3, 4], [3, 5], [4, 3], [4, 4], [4, 5]])), console.assert(JSON.stringify(getCoordinates([4, 5])) === JSON.stringify([[3, 4], [3, 5], [3, 6], [4, 4], [4, 5], [4, 6], [5, 4], [5, 5], [5, 6]])), console.assert(JSON.stringify(getCoordinates([5, 6])) === JSON.stringify([[4, 5], [4, 6], [4, 7], [5, 5], [5, 6], [5, 7], [6, 5], [6, 6], [6, 7]]))]
",
630, this function to replace whitespaces with an underscore and vice versa in a given string by using regex.,"const text = ""Exercises"";

function replaceSpaces(text) {
  text = text.replace(/ /g, ""_"");
  return text;
}",631,"[
    console.assert(replaceSpaces('Jumanji The Jungle') === 'Jumanji_The_Jungle'),
    console.assert(replaceSpaces('The Avengers') === 'The_Avengers'),
    console.assert(replaceSpaces('Fast and Furious') === 'Fast_and_Furious')
  ]
  ",
631, this   function to move all zeroes to the end of the given list.,"
function moveZero(numList) {
    let a = Array(numList.filter(num => num === 0).length).fill(0);
    let x = numList.filter(i => i !== 0);
    x.push(...a);
    return x;
}
",632,"[console.assert(JSON.stringify(moveZero([1,0,2,0,3,4]))) === JSON.stringify([1,2,3,4,0,0]), console.assert(JSON.stringify(moveZero([2,3,2,0,0,4,0,5,0])) === JSON.stringify([2,3,2,4,5,0,0,0,0]), console.assert(JSON.stringify(moveZero([0,1,0,1,1]))) === JSON.stringify([1,1,1,0,0]))]",
632, this   function to find the sum of xor of all pairs of numbers in the given array.,"
function pair_OR_Sum(arr, n) {
    let ans = 0;
    for (let i = 0; i < n; i++) {
        for (let j = i + 1; j < n; j++) {
            ans += (arr[i] ^ arr[j]);
        }
    }
    return ans;
}
",633,"
[console.assert(pair_OR_Sum([5,9,7,6],4) === 47), console.assert(pair_OR_Sum([7,3,5],3) === 12), console.assert(pair_OR_Sum([7,3],2) === 4)]
",
